F1,F2
1.2165509535761572,1.9607877095576165
1.2851211563314164,-1.3052489350226928
-1.2343293856227975,1.4973986582532381
-1.4167242949683767,-1.2816408208970602
1.01542901809114,1.371566040593255
1.077856196930402,-1.1983847475970224
-1.7544676439451177,1.0931059002355341
-1.4969408004620586,-1.2374880394361716
1.8947904779192113,1.01158184869201
1.3690088856620952,-1.5223387934936217
-1.396721173308658,1.9050448104330528
-1.794439689956139,-1.7115882679653118
1.0629283941009384,1.782689020548923
1.744388733279447,-1.1897689004740828
-1.658459078832777,1.2059293137186908
-1.578138375840875,-1.9158098169266236
1.229499357608186,1.5693487481162527
1.0276995814702574,-1.373282895497987
-1.993953031343032,1.1160410296534637
-1.9320994291227584,-1.053904758607727
1.533967350252419,1.260142891075712
1.847696152345061,-1.2204022563554298
-1.870817460479279,1.4760900379563942
-1.525620850438604,-1.1993646013285786
1.4047566929020774,1.2951868748304847
1.8409271314167983,-1.5754951265347024
-1.1122679253063308,1.7340433716800612
-1.7377532587628681,-1.6407736318303852
1.3944200903918587,1.7843381825643425
1.2843921091951644,-1.5002265462798563
-1.8589334731076061,1.749636481146339
-1.5074931565472904,-1.5047490277556677
1.348208454507973,1.4682860276935545
1.778415116904232,-1.3637700304614662
-1.502272962913932,1.0734537640929407
-1.0810733427869912,-1.5735498808227053
1.6747028781109035,1.4580295428170578
1.7576739060197846,-1.9522760178638259
-1.7720953297652469,1.8823675279415268
-1.2068357712994204,-1.0253899444076717
1.3359854851339295,1.2564158373115493
1.3150972531984912,-1.7717182737454575
-1.0571403772645362,1.4818761339110678
-1.2108863712450633,-1.955293909980674
1.9980071066840448,1.172921443175468
1.4602125765296279,-1.4883974490004566
-1.8978921874661738,1.9410907324714084
-1.4097442908468747,-1.9504005021122457
1.180738782619958,1.887420654104555
1.6548628829043852,-1.1014341280877482
-1.4373801268617652,1.6563177892642864
-1.2000229832929237,-1.9319423872959465
1.5488318388415352,1.2419213821236128
1.4900743032333772,-1.5862724533797472
-1.6169135271486355,1.2850718485549968
-1.7069390658832577,-1.4771743911957
1.1868320287690732,1.2903169720149075
1.658278545317505,-1.6012623894676155
-1.1362354447052678,1.4459175554485268
-1.7475619610205584,-1.2442581485272672
1.997204095659859,1.7439128798772767
1.4539801880457612,-1.7705705245592482
-1.6658783763286613,1.6464651613076775
-1.2714034954911626,-1.23288462916388
1.6750744102964457,1.5596777802009982
1.2244140017495697,-1.1276147088146766
-1.6878183909913356,1.6172981346511146
-1.9796089886323467,-1.1018343952878134
1.9531907633149466,1.4875126194566006
1.3623813759328096,-1.4993447927271644
-1.9865712051930557,1.425427988021116
-1.0596783943317396,-1.8247617207065991
1.0201884070064549,1.5694830163225255
1.1256506467436123,-1.7210319497808286
-1.380770334661296,1.8356543630525115
-1.8991864197816974,-1.3134844702743722
1.6863324755466917,1.8515045919513553
1.9180803881643644,-1.205528608528934
-1.5638403940043777,1.7619204456435307
-1.0810383049214298,-1.1341494165198576
1.748854625547761,1.2583937847221165
1.2327031063319442,-1.54311483003509
-1.05640430580792,1.4624406818238587
-1.6600769710357794,-1.0722126673509014
1.1184302311342864,1.0373428240796423
1.72316578546398,-1.3329426058422447
-1.542084244277476,1.0025984230761993
-1.347878535748128,-1.074382003788533
1.0925422912067324,1.8094770238804576
1.68259460406976,-1.6963491821133476
-1.2120951536631446,1.2045521142323703
-1.948347624327099,-1.7539901796080226
1.8250773157261362,1.8218138049598265
1.7888751988158909,-1.5351282131542174
-1.0705864911229206,1.2830267428940785
-1.436044212412325,-1.0213186778154237
1.1510100566974302,1.3544431236469752
1.6513061141210006,-1.236954268601757
-1.6147678719044793,1.974040184829926
-1.7728515419306001,-1.394475341035449
1.1145642111775969,1.824469776765008
1.5412888893782606,-1.334783374440229
-1.2854694238156648,1.667381378296242
-1.8006894118219048,-1.6799024557143516
1.0178392301943464,1.7503332123689632
1.589930400358618,-1.7505435380488654
-1.6667258702171903,1.382136450061028
-1.2570967399681559,-1.8249798466803653
1.5835011534706285,1.855466779662231
1.1856679125816427,-1.7137794663563208
-1.5314872065974232,1.012257315754585
-1.991705154996808,-1.5902322146958001
1.2569286760282283,1.8894413311764646
1.3974098028232964,-1.8109725496914661
-1.337328378878524,1.436699343211456
-1.1242575919638655,-1.952944977058435
1.5978091879363643,1.4800147799703176
1.3885130602483675,-1.322449488890484
-1.6690528538764227,1.9989119865475473
-1.8762833252065718,-1.375733613860651
1.9121417039551178,1.4207381591950727
1.833580169053377,-1.9848412955360266
-1.4852365721312824,1.1250805586402302
-1.7846637727342871,-1.856724808324062
1.7226317086088136,1.571217850614481
1.4558950736897527,-1.634285066471857
-1.9667538735523613,1.2123468499836303
-1.0985752165543388,-1.6536208394408534
1.090468558964203,1.890385806153612
1.185115518821883,-1.4401908693256744
-1.1133937346357066,1.9838359838263995
-1.0941806752828511,-1.8001420588031867
1.0825721388484089,1.882463994000346
1.7572611274125758,-1.511744689045209
-1.822409160504114,1.609392178137799
-1.3830566978326664,-1.1237872266877114
1.880036645095543,1.8498738169127673
1.960934205091641,-1.0852338289096486
-1.6019861604289583,1.3073599826218314
-1.120471130911088,-1.9195682730374035
1.5700527504408428,1.5784967651725115
1.2753862206077882,-1.919980675874069
-1.0021528667443191,1.7582879452979692
-1.6726646459827457,-1.1173294026599874
1.8219171375178203,1.352996657898586
1.4844134517921357,-1.7833097199754468
-1.2535787309072464,1.3288367826791272
-1.2954646753294035,-1.6535745951802379
1.1022104942972213,1.187208767402749
1.1826807963454264,-1.8549907404394677
-1.095393080481511,1.6629342232509816
-1.7922478537091977,-1.5045356551310507
1.4635739104618004,1.5857995929953907
1.4564338253525682,-1.328307908983502
-1.8957695495032818,1.4358925903634456
-1.174644237641839,-1.7887750869616639
1.3571684563511597,1.97762889622694
1.6888049393778695,-1.5968334243525113
-1.144861950888081,1.4608303347888416
-1.331627438468587,-1.3983233350844335
1.3786058765918234,1.8801875610084584
1.7936881075286184,-1.2971645429190675
-1.0044146481584761,1.2966832280889538
-1.961397237743898,-1.89636175460788
1.0016346457639551,1.9638549868187565
1.9875578227063588,-1.573064530906965
-1.4492016582899672,1.4076037946360511
-1.0971053787743068,-1.8778214204978505
1.9551275642068744,1.1372448176638903
1.013346587997674,-1.1623725140088736
-1.976506358321188,1.1467830714252516
-1.6476032680465553,-1.4333142260157472
1.5802982218856836,1.2780293360512722
1.4716856744318583,-1.0801588068427739
-1.149156363360211,1.4201963417606382
-1.7274131052663624,-1.7335242712479673
1.493954547211377,1.5515463654946773
1.662020806385566,-1.9671307142731123
-1.1964599860065623,1.9342244868848575
-1.4369531255945593,-1.8463134633317457
1.6756798629541652,1.0622583725238748
1.2696234570939302,-1.6238485800473277
-1.2736611268314435,1.1244032999974571
-1.575281318640379,-1.7834308348285846
1.8852610709372786,1.339252678608267
1.4893266961344196,-1.5663550920441882
-1.2913072306601348,1.7980590983730895
-1.0210772704227085,-1.470565438235793
1.2443187712698083,1.7804396136807796
1.8197376853785754,-1.8362003087503382
-1.0648681881669968,1.1940113360883218
-1.0752491480419453,-1.7493333049110038
1.5738388926700475,1.380594859493085
1.5689752585545134,-1.4147842447515204
-1.9793960586895643,1.736259964797799
-1.3519074571184213,-1.1601329154496334
1.123196695821831,1.8699080189344426
1.4753672534748645,-1.18518586964896
-1.261551079637421,1.409170192957076
-1.1871939742096234,-1.3083934910717028
1.377202930328456,1.9438139687244784
1.9014109939286925,-1.2279294166602734
-1.1077942193478973,1.4216055771460314
-1.5033099641646877,-1.2632577163443357
1.9298706024784236,1.2520337290063348
1.3241019158446026,-1.2812133216459083
-1.8137866336081956,1.434323774232457
-1.4368111391074283,-1.7101549309241368
1.0778871126929424,1.7377775347692088
1.5405793260383425,-1.7996644106972546
-1.9654408881787666,1.172201762396187
-1.2486516907277831,-1.8061857319444963
1.042353958237403,1.133263252923094
1.2311524314650317,-1.5035379388049068
-1.3069924889937767,1.7186657216580934
-1.956533885485312,-1.2861838095411042
1.1679982453958857,1.2935842242023234
1.2341403125798807,-1.0472306590778626
-1.6603962170039113,1.8347016439888924
-1.8737667170896617,-1.3098668812832828
1.7486464035975597,1.7215606331116722
1.1811334880845978,-1.8190797470139446
-1.5669966249479632,1.090613191855407
-1.27987877783822,-1.959346873381139
1.8913444592886257,1.6089777385601545
1.7165677650375546,-1.8375349253319868
-1.6804340211603404,1.7272173707547325
-1.030230851321342,-1.0156692850900062
1.0735954397214167,1.671002375228927
1.241936405814255,-1.8960413142794663
-1.4346506496099125,1.039491648298971
-1.7045247609943714,-1.9076809846837124
1.2207575755558073,1.5428460433467333
1.5174372899991964,-1.2401270723359037
-1.5297069105609915,1.9956546287674413
-1.4509086568597396,-1.6607633800222779
1.3508142726123091,1.5322610903549134
1.0153189917851742,-1.4343036339199065
-1.8791488342909717,1.0485428319331507
-1.235838434731702,-1.9119723537710382
1.6374035646902492,1.2198755652525604
1.407208696776681,-1.1157720779786464
-1.2373969719025575,1.3024113867322686
-1.6443606803878605,-1.7908138960396345
1.9770725494798134,1.5085762977850907
1.156209644819357,-1.2895459474698237
-1.1154315035257936,1.734213293609671
-1.256585176492488,-1.8924698888269509
1.5088845283336378,1.58418805435466
1.8524574357699302,-1.702926344782821
-1.2270289107819345,1.5481176504163408
-1.3139283120755705,-1.0276343341843464
1.6864940886652144,1.3258489390219883
1.2641621288080795,-1.5223863736243928
-1.0109694648564118,1.6425694415044187
-1.8627215493314817,-1.0690144371754169
